set_id;file_name;transition_center_time;human_rating;rater;verdict_info;engine_quality_score;phrase_beats_off;engine_label;comment;time_mmss;quelle
0b292660-9d0c-407d-b09a-13331d388298;(Ergebnis-JSON fehlt);219.0;;sebro;timing_off (Engine: 263.0s -> korrigiert);;;;;03:39;nur_ground_truth
0b292660-9d0c-407d-b09a-13331d388298;(Ergebnis-JSON fehlt);1468.5;;sebro;timing_off (Engine: 1484.0s -> korrigiert);;;;;24:29:00;nur_ground_truth
0b292660-9d0c-407d-b09a-13331d388298;(Ergebnis-JSON fehlt);381.1;;sebro;missed (von dir markiert);;;;;06:21;missed
0b292660-9d0c-407d-b09a-13331d388298;(Ergebnis-JSON fehlt);594.9;;sebro;missed (von dir markiert);;;;;09:55;missed
0b292660-9d0c-407d-b09a-13331d388298;(Ergebnis-JSON fehlt);926.8;;sebro;missed (von dir markiert);;;;;15:27;missed
0b292660-9d0c-407d-b09a-13331d388298;(Ergebnis-JSON fehlt);1125.0;;sebro;missed (von dir markiert);;;;;18:45;missed
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);178.2;;sebro;timing_off (Engine: 188.0s -> korrigiert);;;;;02:58;nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);323.0;;sebro;correct;;;;;05:23;nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);503.0;;sebro;correct;;;;;08:23;nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);756.0;;sebro;correct;;;;;12:36;nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);1058.2;;sebro;timing_off (Engine: 1091.0s -> korrigiert);;;;;17:38;nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);1709.2;;sebro;timing_off (Engine: 1685.0s -> korrigiert);;;;;28:29:00;nur_ground_truth
3be87436-0a21-4fba-8212-9bae89431b0b;(Ergebnis-JSON fehlt);1410.8;;sebro;missed (von dir markiert);;;;;23:31;missed
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);204.6;;sebro;timing_off (Engine: 246.0s -> korrigiert);;;;;03:25;nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);486.0;;sebro;correct;;;;;08:06;nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);620.9;;sebro;timing_off (Engine: 638.0s -> korrigiert);;;;;10:21;nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);780.7;;sebro;timing_off (Engine: 782.0s -> korrigiert);;;;;13:01;nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);1706.0;;sebro;timing_off (Engine: 1742.0s -> korrigiert);;;;;28:26:00;nur_ground_truth
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);340.4;;sebro;missed (von dir markiert);;;;;05:40;missed
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);1076.2;;sebro;missed (von dir markiert);;;;;17:56;missed
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);1160.5;;sebro;missed (von dir markiert);;;;;19:20;missed
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);1319.3;;sebro;missed (von dir markiert);;;;;21:59;missed
54258d74-025e-4433-9d88-2b6233d69c4e;(Ergebnis-JSON fehlt);1536.8;;sebro;missed (von dir markiert);;;;;25:37:00;missed
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);201.9;;sebro;timing_off (Engine: 278.0s -> korrigiert);;;;;03:22;nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);486.0;;sebro;correct;;;;;08:06;nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);619.5;;sebro;timing_off (Engine: 638.0s -> korrigiert);;;;;10:19;nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);782.0;;sebro;correct;;;;;13:02;nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);1707.5;;sebro;timing_off (Engine: 1742.0s -> korrigiert);;;;;28:28:00;nur_ground_truth
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);340.8;;sebro;missed (von dir markiert);;;;;05:41;missed
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);1072.8;;sebro;missed (von dir markiert);;;;;17:53;missed
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);1175.1;;sebro;missed (von dir markiert);;;;;19:35;missed
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);1322.3;;sebro;missed (von dir markiert);;;;;22:02;missed
5995866f-03a5-4850-ad04-3f91d944cf60;(Ergebnis-JSON fehlt);1539.4;;sebro;missed (von dir markiert);;;;;25:39:00;missed
74d3fcd5-766b-478d-b8bc-0adef3ba8346;(Ergebnis-JSON fehlt);32.7;;sebro;timing_off (Engine: 44.0s -> korrigiert);;;;;00:33;nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346;(Ergebnis-JSON fehlt);260.6;;sebro;timing_off (Engine: 181.0s -> korrigiert);;;;;04:21;nur_ground_truth
74d3fcd5-766b-478d-b8bc-0adef3ba8346;(Ergebnis-JSON fehlt);437.6;;sebro;timing_off (Engine: 273.0s -> korrigiert);;;;;07:18;nur_ground_truth
